http://publications.europa.eu/resource/authority/file-type/7Z,7Z,false
http://publications.europa.eu/resource/authority/file-type/AAB,AAB,false
http://publications.europa.eu/resource/authority/file-type/AAC,AAC,false
http://publications.europa.eu/resource/authority/file-type/AKN4EU,AKN4EU,false
http://publications.europa.eu/resource/authority/file-type/AKN4EU_ZIP,AKN4EU_ZIP,false
http://publications.europa.eu/resource/authority/file-type/APK,APK,false
http://publications.europa.eu/resource/authority/file-type/APPX,APPX,false
http://publications.europa.eu/resource/authority/file-type/ARC,ARC,false
http://publications.europa.eu/resource/authority/file-type/ARCINFO_COV,ARCINFO_COV,false
http://publications.europa.eu/resource/authority/file-type/ARC_GZ,ARC_GZ,false
http://publications.europa.eu/resource/authority/file-type/ARJ,ARJ,false
http://publications.europa.eu/resource/authority/file-type/ARROW_FILE,ARROW_FILE,false
http://publications.europa.eu/resource/authority/file-type/ARROW_STREAM,ARROW_STREAM,false
http://publications.europa.eu/resource/authority/file-type/ATOM,ATOM,false
http://publications.europa.eu/resource/authority/file-type/AZW,AZW,false
http://publications.europa.eu/resource/authority/file-type/BIN,BIN,false
http://publications.europa.eu/resource/authority/file-type/BITS,BITS,false
http://publications.europa.eu/resource/authority/file-type/BMP,BMP,true
http://publications.europa.eu/resource/authority/file-type/BWF,BWF,false
http://publications.europa.eu/resource/authority/file-type/BZIP2,BZIP2,false
http://publications.europa.eu/resource/authority/file-type/CSS,CSS,false
http://publications.europa.eu/resource/authority/file-type/CSV,CSV,true
http://publications.europa.eu/resource/authority/file-type/DAPK,DAPK,false
http://publications.europa.eu/resource/authority/file-type/DBF,DBF,true
http://publications.europa.eu/resource/authority/file-type/DCR,DCR,false
http://publications.europa.eu/resource/authority/file-type/DEB,DEB,false
http://publications.europa.eu/resource/authority/file-type/DGN,DGN,false
http://publications.europa.eu/resource/authority/file-type/DMG,DMG,false
http://publications.europa.eu/resource/authority/file-type/DMP,DMP,false
http://publications.europa.eu/resource/authority/file-type/DOC,DOC,false
